sample_id,n_nodes,input_facts,closure_facts,rounds,matches,seconds,derived_down,oracle_agreement
265,10,13,83,6,3183,0.00485245500021847,4,1
266,10,10,57,5,1758,0.002762207000159833,0,1
267,10,13,82,6,3380,0.005025336000471725,6,1
268,10,11,70,6,2738,0.004172512999502942,3,1
269,10,11,59,5,1957,0.0033104799995271605,1,1
270,10,11,59,5,1957,0.003009256000041205,1,1
271,10,12,75,6,2917,0.004890637999778846,3,1
272,17,22,120,6,7305,0.009908805000122811,9,1
273,17,25,137,6,8438,0.011575444999834872,10,1
274,17,23,105,5,5584,0.008458986000732693,5,1
275,17,21,100,5,4846,0.006801037000514043,2,1
276,17,20,96,5,4543,0.007122662000256241,1,1
277,17,21,108,5,5151,0.00719494399982068,5,1
278,17,20,95,5,4543,0.008330415000273206,1,1
279,17,19,92,5,4240,0.006966428999476193,0,1
280,10,10,52,5,1345,0.002328012000361923,2,1
281,10,9,50,4,929,0.0016061100004662876,2,1
282,10,8,40,4,761,0.0013940039998487919,0,1
283,10,11,57,4,1217,0.002001058000132616,5,1
284,10,8,40,4,761,0.0013019779999012826,0,1
285,10,9,42,4,873,0.0014633390001108637,1,1
286,10,13,64,5,1848,0.0028063280005881097,6,1
287,10,9,42,4,873,0.0016643159997329349,1,1
288,10,11,62,5,1646,0.002856541999790352,6,1
289,10,13,68,4,1479,0.00253177099966706,8,1
290,10,10,45,4,909,0.001645072999963304,0,1
